,open,close,high,low,volume,rangePips,candleColor,date,time,symbol,timeFrame
1456,1.36947,1.37476,1.38932,1.36925,197006.9844,200,g,2013-12-27,00:00:00,EURUSD,1D
1457,1.37476,1.37476,1.37476,1.37476,0.0,0,e,2013-12-28,00:00:00,EURUSD,1D
1458,1.37558,1.37513,1.37694,1.3746,3885.6201,23,r,2013-12-29,00:00:00,EURUSD,1D
1459,1.37513,1.38081,1.38189,1.3728,144069.6094,90,g,2013-12-30,00:00:00,EURUSD,1D
1460,1.38081,1.3741,1.38123,1.3741,111240.4609,71,r,2013-12-31,00:00:00,EURUSD,1D
1461,1.37553,1.37653,1.3772,1.3739,2724.8899,33,g,2014-01-01,00:00:00,EURUSD,1D
1462,1.37653,1.36653,1.37746,1.36294,199117.5313,145,r,2014-01-02,00:00:00,EURUSD,1D
1463,1.36653,1.35874,1.36719,1.3582,193632.8438,89,r,2014-01-03,00:00:00,EURUSD,1D
1464,1.35874,1.35874,1.35874,1.35874,0.0,0,e,2014-01-04,00:00:00,EURUSD,1D
1465,1.35935,1.35955,1.36005,1.3589,2823.0801,11,g,2014-01-05,00:00:00,EURUSD,1D
1466,1.35957,1.36296,1.36527,1.35715,189223.7344,81,g,2014-01-06,00:00:00,EURUSD,1D
1467,1.36297,1.3617,1.36562,1.35965,204173.1094,59,r,2014-01-07,00:00:00,EURUSD,1D
1468,1.3617,1.35715,1.3635,1.35529,209302.75,82,r,2014-01-08,00:00:00,EURUSD,1D
1469,1.35714,1.36062,1.3633,1.3548,221843.5938,84,g,2014-01-09,00:00:00,EURUSD,1D
1470,1.36062,1.36661,1.36869,1.3571,195201.9063,115,g,2014-01-10,00:00:00,EURUSD,1D
1471,1.36661,1.36661,1.36661,1.36661,0.0,0,e,2014-01-11,00:00:00,EURUSD,1D
1472,1.36783,1.3672,1.36786,1.36643,3789.77,14,r,2014-01-12,00:00:00,EURUSD,1D
1473,1.36719,1.36686,1.36847,1.3637,179419.1094,47,r,2014-01-13,00:00:00,EURUSD,1D
1474,1.36684,1.36671,1.36993,1.3649,177116.4844,50,r,2014-01-14,00:00:00,EURUSD,1D
1475,1.3667,1.35995,1.36731,1.35814,178873.5156,91,r,2014-01-15,00:00:00,EURUSD,1D
1476,1.35994,1.36154,1.36493,1.3583,176183.0781,66,g,2014-01-16,00:00:00,EURUSD,1D
1477,1.36153,1.35389,1.36209,1.35169,163132.1563,103,r,2014-01-17,00:00:00,EURUSD,1D
1478,1.35389,1.35389,1.35389,1.35389,0.0,0,e,2014-01-18,00:00:00,EURUSD,1D
1479,1.35373,1.3527,1.35375,1.35248,3851.52,12,r,2014-01-19,00:00:00,EURUSD,1D
1480,1.35272,1.35459,1.35679,1.35075,120202.3672,60,g,2014-01-20,00:00:00,EURUSD,1D
1481,1.35457,1.35572,1.35687,1.35164,176772.0938,52,g,2014-01-21,00:00:00,EURUSD,1D
1482,1.35571,1.35439,1.35835,1.35345,169664.2969,48,r,2014-01-22,00:00:00,EURUSD,1D
1483,1.35439,1.36882,1.36983,1.35303,248787.5156,168,g,2014-01-23,00:00:00,EURUSD,1D
1484,1.36882,1.36737,1.37394,1.36627,216233.1875,76,r,2014-01-24,00:00:00,EURUSD,1D
1485,1.36737,1.36737,1.36737,1.36737,0.0,0,e,2014-01-25,00:00:00,EURUSD,1D
1486,1.36773,1.36867,1.36906,1.36731,5553.46,17,g,2014-01-26,00:00:00,EURUSD,1D
1487,1.36868,1.36741,1.37166,1.36531,193342.3125,63,r,2014-01-27,00:00:00,EURUSD,1D
1488,1.36741,1.3654,1.36885,1.3629,171590.875,59,r,2014-01-28,00:00:00,EURUSD,1D
1489,1.36538,1.36574,1.36846,1.3603,224702.9375,81,g,2014-01-29,00:00:00,EURUSD,1D
1490,1.36572,1.35574,1.36624,1.35434,234697.0625,118,r,2014-01-30,00:00:00,EURUSD,1D
1491,1.35575,1.34827,1.35728,1.3479,240687.6563,93,r,2014-01-31,00:00:00,EURUSD,1D
1492,1.34827,1.34827,1.34827,1.34827,0.0,0,e,2014-02-01,00:00:00,EURUSD,1D
1493,1.34841,1.34873,1.34912,1.34818,3629.1299,9,g,2014-02-02,00:00:00,EURUSD,1D
1494,1.34873,1.35226,1.35354,1.34772,230509.7656,58,g,2014-02-03,00:00:00,EURUSD,1D
1495,1.35226,1.35159,1.35385,1.34934,201621.2656,45,r,2014-02-04,00:00:00,EURUSD,1D
1496,1.35156,1.35337,1.35554,1.3499,213095.4531,56,g,2014-02-05,00:00:00,EURUSD,1D
1497,1.35338,1.35917,1.36188,1.3482,223807.7813,136,g,2014-02-06,00:00:00,EURUSD,1D
1498,1.35916,1.36342,1.36424,1.35519,193127.0469,90,g,2014-02-07,00:00:00,EURUSD,1D
1499,1.36342,1.36342,1.36342,1.36342,0.0,0,e,2014-02-08,00:00:00,EURUSD,1D
1500,1.36165,1.36186,1.36269,1.3616,3053.4099,10,g,2014-02-09,00:00:00,EURUSD,1D
1501,1.36185,1.36451,1.36514,1.36184,143303.625,33,g,2014-02-10,00:00:00,EURUSD,1D
1502,1.36451,1.36366,1.36829,1.36295,182680.5,53,r,2014-02-11,00:00:00,EURUSD,1D
1503,1.36366,1.35877,1.36527,1.35623,197226.8281,90,r,2014-02-12,00:00:00,EURUSD,1D
1504,1.35876,1.36759,1.36918,1.35855,202744.2031,106,g,2014-02-13,00:00:00,EURUSD,1D
1505,1.36759,1.36914,1.37147,1.36736,168199.9219,41,g,2014-02-14,00:00:00,EURUSD,1D
1506,1.36914,1.36914,1.36914,1.36914,0.0,0,e,2014-02-15,00:00:00,EURUSD,1D
1507,1.37083,1.37041,1.37097,1.3695,3124.1899,14,r,2014-02-16,00:00:00,EURUSD,1D
1508,1.37041,1.37038,1.3724,1.36921,114561.5391,31,r,2014-02-17,00:00:00,EURUSD,1D
1509,1.37036,1.37603,1.37704,1.36946,181482.625,75,g,2014-02-18,00:00:00,EURUSD,1D
1510,1.37603,1.37293,1.37731,1.37244,155350.6875,48,r,2014-02-19,00:00:00,EURUSD,1D
1511,1.37293,1.37205,1.37625,1.36855,147077.0156,77,r,2014-02-20,00:00:00,EURUSD,1D
1512,1.37205,1.37375,1.37586,1.3702,116097.3906,56,g,2014-02-21,00:00:00,EURUSD,1D
1513,1.37375,1.37375,1.37375,1.37375,0.0,0,e,2014-02-22,00:00:00,EURUSD,1D
1514,1.37326,1.37375,1.37414,1.37325,1958.1899,8,g,2014-02-23,00:00:00,EURUSD,1D
1515,1.37376,1.37345,1.3771,1.37084,120817.1016,62,r,2014-02-24,00:00:00,EURUSD,1D
1516,1.37345,1.37458,1.37671,1.37155,136327.2344,51,g,2014-02-25,00:00:00,EURUSD,1D
1517,1.37457,1.36809,1.37571,1.36617,151360.9375,95,r,2014-02-26,00:00:00,EURUSD,1D
1518,1.36808,1.37061,1.37268,1.36432,147824.3438,83,g,2014-02-27,00:00:00,EURUSD,1D
1519,1.37064,1.3799,1.38248,1.36941,176251.6563,130,g,2014-02-28,00:00:00,EURUSD,1D
1520,1.3799,1.3799,1.3799,1.3799,0.0,0,e,2014-03-01,00:00:00,EURUSD,1D
1521,1.37593,1.3774,1.3788,1.37551,5887.1001,32,g,2014-03-02,00:00:00,EURUSD,1D
1522,1.37741,1.37355,1.37926,1.37263,130624.7578,66,r,2014-03-03,00:00:00,EURUSD,1D
1523,1.37355,1.37419,1.37815,1.37208,124944.4063,60,g,2014-03-04,00:00:00,EURUSD,1D
1524,1.37415,1.37314,1.37488,1.37075,118258.1172,41,r,2014-03-05,00:00:00,EURUSD,1D
1525,1.37314,1.38633,1.38729,1.37212,163455.8281,151,g,2014-03-06,00:00:00,EURUSD,1D
1526,1.38633,1.38753,1.3915,1.38521,141384.9844,62,g,2014-03-07,00:00:00,EURUSD,1D
1527,1.38753,1.38753,1.38753,1.38753,0.0,0,e,2014-03-08,00:00:00,EURUSD,1D
1528,1.38749,1.38771,1.38796,1.38697,3563.02,9,g,2014-03-09,00:00:00,EURUSD,1D
1529,1.38772,1.38759,1.38978,1.38616,105023.1016,36,r,2014-03-10,00:00:00,EURUSD,1D
1530,1.3876,1.38563,1.38766,1.38338,123617.0625,42,r,2014-03-11,00:00:00,EURUSD,1D
1531,1.38563,1.39023,1.39142,1.38433,144347.7969,70,g,2014-03-12,00:00:00,EURUSD,1D
1532,1.39023,1.3865,1.39667,1.38456,210937.8906,121,r,2014-03-13,00:00:00,EURUSD,1D
1533,1.38649,1.39059,1.39372,1.38476,152332.9375,89,g,2014-03-14,00:00:00,EURUSD,1D
1534,1.39059,1.39059,1.39059,1.39059,0.0,0,e,2014-03-15,00:00:00,EURUSD,1D
1535,1.39065,1.3909,1.39173,1.39027,4907.3999,14,g,2014-03-16,00:00:00,EURUSD,1D
1536,1.39091,1.39253,1.39475,1.38791,119658.6719,68,g,2014-03-17,00:00:00,EURUSD,1D
1537,1.39251,1.39292,1.39425,1.38799,139982.4531,62,g,2014-03-18,00:00:00,EURUSD,1D
1538,1.39293,1.38181,1.39324,1.38097,148508.5625,122,r,2014-03-19,00:00:00,EURUSD,1D
1539,1.3818,1.37786,1.38448,1.37494,152361.3594,95,r,2014-03-20,00:00:00,EURUSD,1D
1540,1.37787,1.37915,1.38106,1.37657,114199.0391,44,g,2014-03-21,00:00:00,EURUSD,1D
1541,1.37915,1.37915,1.37915,1.37915,0.0,0,e,2014-03-22,00:00:00,EURUSD,1D
1542,1.37968,1.37969,1.38063,1.37881,3441.3301,18,g,2014-03-23,00:00:00,EURUSD,1D
1543,1.37968,1.38362,1.38754,1.37604,132822.9219,115,g,2014-03-24,00:00:00,EURUSD,1D
1544,1.38364,1.38199,1.38469,1.37491,164939.4375,97,r,2014-03-25,00:00:00,EURUSD,1D
1545,1.382,1.37856,1.38233,1.37766,157953.8438,46,r,2014-03-26,00:00:00,EURUSD,1D
1546,1.37855,1.37405,1.37968,1.37286,148441.9531,68,r,2014-03-27,00:00:00,EURUSD,1D
1547,1.37406,1.37491,1.3773,1.37048,120842.7266,68,g,2014-03-28,00:00:00,EURUSD,1D
1548,1.37491,1.37491,1.37491,1.37491,0.0,0,e,2014-03-29,00:00:00,EURUSD,1D
1549,1.37612,1.37531,1.37636,1.37451,3332.75,18,r,2014-03-30,00:00:00,EURUSD,1D
1550,1.3753,1.37739,1.38067,1.37216,119090.5078,85,g,2014-03-31,00:00:00,EURUSD,1D
1551,1.37739,1.37933,1.38155,1.37692,94038.2891,46,g,2014-04-01,00:00:00,EURUSD,1D
1552,1.37933,1.37665,1.38202,1.37532,96886.1406,66,r,2014-04-02,00:00:00,EURUSD,1D
1553,1.37666,1.37227,1.38064,1.36982,147319.1406,108,r,2014-04-03,00:00:00,EURUSD,1D
1554,1.37227,1.37016,1.37308,1.36728,135092.8281,58,r,2014-04-04,00:00:00,EURUSD,1D
1555,1.37016,1.37016,1.37016,1.37016,0.0,0,e,2014-04-05,00:00:00,EURUSD,1D
1556,1.36964,1.37036,1.37041,1.36943,2985.99,9,g,2014-04-06,00:00:00,EURUSD,1D
1557,1.37036,1.3742,1.37486,1.36972,101004.9063,51,g,2014-04-07,00:00:00,EURUSD,1D
1558,1.3742,1.37929,1.38115,1.37374,134065.5,74,g,2014-04-08,00:00:00,EURUSD,1D
1559,1.3793,1.38523,1.38619,1.37799,142058.6563,81,g,2014-04-09,00:00:00,EURUSD,1D
1560,1.38523,1.38865,1.3899,1.3836,140826.9688,62,g,2014-04-10,00:00:00,EURUSD,1D
1561,1.38866,1.38843,1.39056,1.38635,122176.1719,42,r,2014-04-11,00:00:00,EURUSD,1D
1562,1.38843,1.38843,1.38843,1.38843,0.0,0,e,2014-04-12,00:00:00,EURUSD,1D
1563,1.38433,1.3847,1.38606,1.38416,5761.48,19,g,2014-04-13,00:00:00,EURUSD,1D
1564,1.38471,1.38155,1.3863,1.38081,119526.6875,54,r,2014-04-14,00:00:00,EURUSD,1D
1565,1.38153,1.3811,1.38331,1.37903,122386.1328,42,r,2014-04-15,00:00:00,EURUSD,1D
1566,1.38111,1.38237,1.38508,1.38037,119833.1094,47,g,2014-04-16,00:00:00,EURUSD,1D
1567,1.38236,1.38105,1.38645,1.38105,105610.8203,53,r,2014-04-17,00:00:00,EURUSD,1D
1568,1.38105,1.38077,1.38223,1.38077,25516.3496,14,r,2014-04-18,00:00:00,EURUSD,1D
1569,1.38077,1.38077,1.38077,1.38077,0.0,0,e,2014-04-19,00:00:00,EURUSD,1D
1570,1.38121,1.38141,1.38173,1.38106,2263.8401,6,g,2014-04-20,00:00:00,EURUSD,1D
1571,1.38142,1.37916,1.38304,1.37871,46137.0117,43,r,2014-04-21,00:00:00,EURUSD,1D
1572,1.37916,1.38069,1.38248,1.3785,96930.2578,39,g,2014-04-22,00:00:00,EURUSD,1D
1573,1.3807,1.3817,1.38546,1.38003,133030.5313,54,g,2014-04-23,00:00:00,EURUSD,1D
1574,1.3817,1.38303,1.38429,1.37914,125642.7188,51,g,2014-04-24,00:00:00,EURUSD,1D
1575,1.38304,1.38329,1.38482,1.38267,96486.8281,21,g,2014-04-25,00:00:00,EURUSD,1D
1576,1.38329,1.38329,1.38329,1.38329,0.0,0,e,2014-04-26,00:00:00,EURUSD,1D
1577,1.38447,1.3839,1.38447,1.38357,2489.6499,9,r,2014-04-27,00:00:00,EURUSD,1D
1578,1.38389,1.38518,1.38794,1.38147,131037.9531,64,g,2014-04-28,00:00:00,EURUSD,1D
1579,1.38518,1.3813,1.38791,1.38055,156695.6875,73,r,2014-04-29,00:00:00,EURUSD,1D
1580,1.38129,1.38679,1.38765,1.3775,194255.375,101,g,2014-04-30,00:00:00,EURUSD,1D
1581,1.3868,1.38699,1.38892,1.38628,108122.5625,26,g,2014-05-01,00:00:00,EURUSD,1D
1582,1.38698,1.38706,1.38813,1.38122,165025.5781,69,g,2014-05-02,00:00:00,EURUSD,1D
1583,1.38706,1.38706,1.38706,1.38706,0.0,0,e,2014-05-03,00:00:00,EURUSD,1D
1584,1.38818,1.38717,1.38838,1.3871,7850.6602,12,r,2014-05-04,00:00:00,EURUSD,1D
1585,1.38716,1.38746,1.3886,1.38645,121529.7578,21,g,2014-05-05,00:00:00,EURUSD,1D
1586,1.38746,1.39291,1.39512,1.38721,151786.7031,79,g,2014-05-06,00:00:00,EURUSD,1D
1587,1.39291,1.39105,1.39385,1.39092,162509.0625,29,r,2014-05-07,00:00:00,EURUSD,1D
1588,1.39105,1.38425,1.39933,1.38331,223628.5,160,r,2014-05-08,00:00:00,EURUSD,1D
1589,1.38427,1.37553,1.38437,1.37451,191745.9531,98,r,2014-05-09,00:00:00,EURUSD,1D
1590,1.37553,1.37553,1.37553,1.37553,0.0,0,e,2014-05-10,00:00:00,EURUSD,1D
1591,1.37526,1.37603,1.3761,1.37522,3457.3301,8,g,2014-05-11,00:00:00,EURUSD,1D
1592,1.37603,1.37554,1.37748,1.37494,132364.4063,25,r,2014-05-12,00:00:00,EURUSD,1D
1593,1.37555,1.37078,1.37714,1.36891,193907.3906,82,r,2014-05-13,00:00:00,EURUSD,1D
1594,1.37077,1.37176,1.37308,1.36979,169154.0313,32,g,2014-05-14,00:00:00,EURUSD,1D
1595,1.37175,1.37169,1.37322,1.36484,201896.4844,83,r,2014-05-15,00:00:00,EURUSD,1D
1596,1.37169,1.36922,1.37268,1.36853,135192.5625,41,r,2014-05-16,00:00:00,EURUSD,1D
1597,1.36922,1.36922,1.36922,1.36922,0.0,0,e,2014-05-17,00:00:00,EURUSD,1D
1598,1.36927,1.37029,1.37029,1.36926,11798.2695,10,g,2014-05-18,00:00:00,EURUSD,1D
1599,1.37029,1.37124,1.37341,1.36986,144736.7031,35,g,2014-05-19,00:00:00,EURUSD,1D
1600,1.37124,1.37033,1.37138,1.3678,158404.625,35,r,2014-05-20,00:00:00,EURUSD,1D
1601,1.37033,1.36817,1.37231,1.36345,164294.9531,88,r,2014-05-21,00:00:00,EURUSD,1D
1602,1.36819,1.36533,1.3687,1.36452,159470.3281,41,r,2014-05-22,00:00:00,EURUSD,1D
1603,1.36532,1.36274,1.36534,1.36156,154646.6563,37,r,2014-05-23,00:00:00,EURUSD,1D
1604,1.36274,1.36274,1.36274,1.36274,0.0,0,e,2014-05-24,00:00:00,EURUSD,1D
1605,1.36233,1.36275,1.36307,1.36145,3677.2,16,g,2014-05-25,00:00:00,EURUSD,1D
1606,1.36275,1.36518,1.36544,1.36155,88442.2891,38,g,2014-05-26,00:00:00,EURUSD,1D
1607,1.36519,1.36336,1.36685,1.36125,148089.7969,55,r,2014-05-27,00:00:00,EURUSD,1D
1608,1.36337,1.35919,1.36378,1.35885,159546.2656,49,r,2014-05-28,00:00:00,EURUSD,1D
1609,1.35919,1.36026,1.36255,1.35862,155468.2344,39,g,2014-05-29,00:00:00,EURUSD,1D
1610,1.36027,1.36331,1.365,1.35984,159149.0156,51,g,2014-05-30,00:00:00,EURUSD,1D
1611,1.36331,1.36331,1.36331,1.36331,0.0,0,e,2014-05-31,00:00:00,EURUSD,1D
1612,1.36359,1.36287,1.36373,1.36221,4794.8799,15,r,2014-06-01,00:00:00,EURUSD,1D
1613,1.36287,1.35965,1.36361,1.35881,165085.0469,47,r,2014-06-02,00:00:00,EURUSD,1D
1614,1.35965,1.36208,1.36478,1.35875,164899.4844,60,g,2014-06-03,00:00:00,EURUSD,1D
1615,1.36208,1.36025,1.36387,1.35965,177202.3281,42,r,2014-06-04,00:00:00,EURUSD,1D
1616,1.36024,1.36603,1.36698,1.3503,259512.4531,166,g,2014-06-05,00:00:00,EURUSD,1D
1617,1.36603,1.36418,1.36765,1.3621,176988.125,55,r,2014-06-06,00:00:00,EURUSD,1D
1618,1.36418,1.36418,1.36418,1.36418,0.0,0,e,2014-06-07,00:00:00,EURUSD,1D
1619,1.36436,1.36477,1.36484,1.36426,2087.3201,5,g,2014-06-08,00:00:00,EURUSD,1D
1620,1.36476,1.35923,1.36687,1.35826,148065.0469,86,r,2014-06-09,00:00:00,EURUSD,1D
1621,1.35925,1.35392,1.36018,1.35335,222950.125,68,r,2014-06-10,00:00:00,EURUSD,1D
1622,1.35391,1.35357,1.35571,1.35215,201045.0469,35,r,2014-06-11,00:00:00,EURUSD,1D
1623,1.35359,1.35505,1.35719,1.35123,206363.3438,59,g,2014-06-12,00:00:00,EURUSD,1D
1624,1.35505,1.35354,1.3579,1.3521,192386.9375,58,r,2014-06-13,00:00:00,EURUSD,1D
1625,1.35354,1.35354,1.35354,1.35354,0.0,0,e,2014-06-14,00:00:00,EURUSD,1D
1626,1.35406,1.35359,1.35407,1.3531,4244.5801,9,r,2014-06-15,00:00:00,EURUSD,1D
1627,1.35359,1.35757,1.35794,1.3513,184503.3125,66,g,2014-06-16,00:00:00,EURUSD,1D
1628,1.35757,1.35487,1.3587,1.35364,197908.8594,50,r,2014-06-17,00:00:00,EURUSD,1D
1629,1.35489,1.35895,1.35993,1.35417,192145.5625,57,g,2014-06-18,00:00:00,EURUSD,1D
1630,1.35896,1.36101,1.36434,1.35848,215110.1875,58,g,2014-06-19,00:00:00,EURUSD,1D
1631,1.361,1.35992,1.36339,1.35643,214651.125,69,r,2014-06-20,00:00:00,EURUSD,1D
1632,1.35992,1.35992,1.35992,1.35992,0.0,0,e,2014-06-21,00:00:00,EURUSD,1D
1633,1.35888,1.3591,1.35964,1.35888,3909.78,7,g,2014-06-22,00:00:00,EURUSD,1D
1634,1.3591,1.36,1.36135,1.35741,280379.4063,39,g,2014-06-23,00:00:00,EURUSD,1D
1635,1.36002,1.36058,1.36277,1.35834,261625.9375,44,g,2014-06-24,00:00:00,EURUSD,1D
1636,1.36059,1.36278,1.36511,1.36005,269446.4375,50,g,2014-06-25,00:00:00,EURUSD,1D
1637,1.36279,1.36114,1.36413,1.35762,301313.7188,65,r,2014-06-26,00:00:00,EURUSD,1D
1638,1.36114,1.36477,1.36505,1.361,261372.125,40,g,2014-06-27,00:00:00,EURUSD,1D
1639,1.36477,1.36477,1.36477,1.36477,0.0,0,e,2014-06-28,00:00:00,EURUSD,1D
1640,1.36435,1.36434,1.36477,1.36425,2093.5,5,r,2014-06-29,00:00:00,EURUSD,1D
1641,1.36434,1.36914,1.36977,1.36402,223829.375,57,g,2014-06-30,00:00:00,EURUSD,1D
1642,1.36913,1.36802,1.37004,1.36755,300434.6875,24,r,2014-07-01,00:00:00,EURUSD,1D
